Institution,Year of Study,GPA,Loadshedding Frequency,Loadshedding Duration,Loadshedding Impact,Student ID
University of Pretoria,4,0.0,6,18.02975472365519,Severe,34545
University of Cape Town,3,2.202492351228709,2,13.79388823023949,None,10720
Stellenbosch University,4,3.056004290369209,3,5.517121667278869,Moderate,13297
University of Johannesburg,3,0.6620207564716958,4,13.68193642912856,Severe,11931
University of KwaZulu-Natal,2,0.5638662144996706,5,4.797448817388082,Severe,49182
University of Pretoria,4,1.44962472151107,0,18.54243700304391,None,67211
University of Cape Town,1,3.221544112901647,0,10.84544928110788,Moderate,87209
Stellenbosch University,3,0.3541348522476531,1,9.778380062450415,Severe,93879
University of Johannesburg,2,0.7014209632270324,1,21.3369983971993,Severe,68174
University of KwaZulu-Natal,3,0.281499390501732,6,19.25797113810257,Severe,33494
University of Pretoria,4,2.648473847810538,5,14.81404212026086,Moderate,45924
University of Cape Town,1,3.845046804610982,5,0.2297151179844237,Moderate,61278
Stellenbosch University,4,1.039987219095479,1,15.90085799063588,Severe,27195
University of Johannesburg,1,0.0,2,10.88306428283168,Severe,32268
University of KwaZulu-Natal,3,2.478408033653854,2,19.37327035585626,Moderate,16316
University of Pretoria,1,2.099285049459823,1,8.568726450259529,None,73652
University of Cape Town,3,0.0,6,17.32104932935004,Severe,55771
Stellenbosch University,1,2.995040230979241,4,15.37952602074945,Moderate,60668
University of Johannesburg,2,2.917905928809782,0,12.3927223910096,Moderate,41285
University of KwaZulu-Natal,2,3.097442607572578,4,18.73635312658948,Moderate,13208
University of Pretoria,2,1.064091529611451,2,23.01416973100802,Severe,58266
University of Cape Town,3,1.12548160540566,0,22.58842007713719,None,20295
Stellenbosch University,2,1.385689590283468,6,16.46727060017741,None,80497
University of Johannesburg,2,1.883424231923742,4,2.956539855035541,None,31083
University of KwaZulu-Natal,1,0.0,6,15.71816038330596,Severe,30114
University of Pretoria,1,0.0817486108243102,2,4.328932475930812,Severe,61464
University of Cape Town,4,1.101854013997281,6,8.410801491814013,None,31516
Stellenbosch University,4,0.4296227775460022,6,21.58445689911549,Severe,87396
University of Johannesburg,4,0.7928260960620552,4,9.52907558601644,Severe,96760
University of KwaZulu-Natal,2,0.7273491080847045,0,16.61449534316773,Severe,11676
University of Pretoria,2,0.0,3,15.07699410183668,Severe,76126
University of Cape Town,2,1.032871473042912,4,9.72326988745407,Severe,24903
Stellenbosch University,1,3.317583078432342,2,20.36960143169765,Moderate,43826
University of Johannesburg,3,2.502310404426822,4,9.930500784180996,Moderate,61857
University of KwaZulu-Natal,1,3.038654756051132,5,17.88075297926871,Moderate,53698
University of Pretoria,3,1.71296587711306,5,3.485397166006756,None,74928
University of Cape Town,2,1.708055566480641,2,9.41004993675649,None,13851
Stellenbosch University,3,1.193674993529435,0,18.30346934954306,None,60105
University of Johannesburg,2,2.389472900601604,0,7.092489846341532,Moderate,80195
University of KwaZulu-Natal,1,3.760872537256355,2,2.130275271724321,Moderate,79103
University of Pretoria,3,2.985188356751548,0,14.67115117499725,Moderate,46303
University of Cape Town,3,2.858323553579186,3,11.21372896966721,Moderate,66726
Stellenbosch University,4,2.898685427253404,3,10.30553078717934,Moderate,69171
University of Johannesburg,1,2.293200013346146,6,8.680188484328689,None,30293
University of KwaZulu-Natal,4,0.2131491049066665,6,13.75509054165195,Severe,94535
University of Pretoria,4,3.773279544644472,4,0.2153713207356516,Moderate,84495
University of Cape Town,3,0.0,1,15.63698353784701,Severe,34960
Stellenbosch University,2,1.095945917409588,6,8.33211859479843,None,10026
University of Johannesburg,4,0.0,6,12.06658601085939,Severe,43387
University of KwaZulu-Natal,2,2.167323920600307,5,20.78021704531549,None,96637
University of Pretoria,2,0.0691886932816459,0,9.505255742340392,Severe,43218
University of Cape Town,2,1.558802065334374,0,7.994973643824537,None,47128
Stellenbosch University,1,2.273024768588378,5,16.74937286856467,None,45245
University of Johannesburg,1,3.100444646518194,0,22.31249222280465,Moderate,70310
University of KwaZulu-Natal,1,0.7716197229834565,1,15.78484181553694,Severe,97055
University of Pretoria,3,2.142453268202967,4,6.77906903788356,None,24892
University of Cape Town,1,0.8780202512638071,3,6.313468828208422,Severe,82110
Stellenbosch University,4,0.4120465512774238,1,19.39158386658733,Severe,89700
University of Johannesburg,4,1.213156655912449,1,21.73187644388309,None,21864
University of KwaZulu-Natal,3,1.399343167961798,1,16.86184506170274,None,60214
University of Pretoria,2,2.703947540383014,6,10.69820013701964,Moderate,69415
University of Cape Town,4,1.410924489016775,0,16.14620198313434,None,93417
Stellenbosch University,1,0.4992274896092947,1,9.711779082296351,Severe,74613
University of Johannesburg,4,3.342173566764292,6,8.496161335329711,Moderate,81912
University of KwaZulu-Natal,1,2.720973200939076,4,16.49224397936696,Moderate,81205
University of Pretoria,1,2.292980889325571,1,20.37287411094049,None,10581
University of Cape Town,4,1.699850935232533,6,1.898869238030031,None,86221
Stellenbosch University,1,2.809796897891716,0,22.66016384973038,Moderate,18611
University of Johannesburg,2,3.613983444767948,1,8.297547043780085,Moderate,95959
University of KwaZulu-Natal,1,3.473869654129719,0,20.48567649697081,Moderate,63200
University of Pretoria,2,2.610780623393032,0,6.102418872949845,Moderate,58159
University of Cape Town,1,3.750086391005662,3,2.278531237778732,Moderate,53658
Stellenbosch University,3,0.07903995580340206,0,1.793148402841089,Severe,82590
University of Johannesburg,3,2.253802440348214,5,8.460774926583703,None,93737
University of KwaZulu-Natal,4,2.726292368382383,5,6.510516329375402,Moderate,21317
University of Pretoria,3,1.053320242981762,0,19.59720936529398,None,24774
University of Cape Town,3,0.0,6,17.68037767496993,Severe,74149
Stellenbosch University,4,1.432409537912753,4,16.55526706545373,None,42484
University of Johannesburg,4,1.920638131651671,4,13.68592105888012,None,70088
University of KwaZulu-Natal,2,0.01767510799977506,2,16.5884151001928,Severe,53923
University of Pretoria,4,3.587400400905313,4,4.745988029438226,Moderate,85932
University of Cape Town,1,3.233650100252278,2,3.956557492578287,Moderate,29325
Stellenbosch University,4,1.411415744995298,1,14.42997939622433,None,13268
University of Johannesburg,3,1.058836706212751,2,22.86415197985691,Severe,45066
University of KwaZulu-Natal,1,0.0,4,19.68573989402966,Severe,55920
University of Pretoria,4,0.0,4,18.39586617663406,Severe,46788
University of Cape Town,4,0.002302538530013332,6,7.331110920633831,Severe,51920
Stellenbosch University,3,3.52340448565438,3,5.61804710832666,Moderate,39471
University of Johannesburg,3,1.335348534336362,3,0.9458959231037252,None,82371
University of KwaZulu-Natal,1,0.3518075366146012,0,22.39987180029246,Severe,42193
University of Pretoria,1,2.625855845809927,2,7.302882596748569,Moderate,95370
University of Cape Town,4,3.506494309732537,2,17.01407058217337,Moderate,60665
Stellenbosch University,3,0.9167068137428327,0,23.21648019697797,Severe,57239
University of Johannesburg,3,2.147736820109095,0,22.45995025954232,None,29365
University of KwaZulu-Natal,3,2.641948640816575,6,6.364731599879797,Moderate,80793
University of Pretoria,4,0.3304283854264258,5,23.12931197315486,Severe,89104
University of Cape Town,2,0.3383357435701545,2,12.71689091810078,Severe,83980
Stellenbosch University,3,2.270709111227412,0,17.97428022485599,None,14754
University of Johannesburg,1,0.4175237264134658,6,11.48132521380426,Severe,47346
University of KwaZulu-Natal,3,0.9487893898955907,4,16.66172585005632,Severe,93426
University of Pretoria,3,3.304935163000578,0,16.60784942255962,Moderate,57335
University of Cape Town,1,1.090785899427556,0,2.10402537954246,None,26289
Stellenbosch University,1,2.113892986424684,1,19.77770742686756,None,96647
University of Johannesburg,3,1.085747166806883,4,15.82475266501513,None,19983
University of KwaZulu-Natal,3,1.666834536239817,5,20.82992275401001,None,67797
University of Pretoria,1,2.503299143089291,3,3.033534649486079,Moderate,86326
University of Cape Town,4,0.0,1,20.76731847346702,Severe,67012
Stellenbosch University,4,0.7023505668585589,2,21.98506719734214,Severe,33300
University of Johannesburg,1,2.036144662035071,6,2.222033641052166,None,48070
University of KwaZulu-Natal,4,1.334229405323596,1,8.742002322986783,None,47195
University of Pretoria,3,0.6283169054142523,0,7.022915640411297,Severe,47798
University of Cape Town,1,0.7063396670720091,1,13.8346103615618,Severe,49940
Stellenbosch University,1,0.5862691154280649,1,2.1634328883046,Severe,29438
University of Johannesburg,1,3.683324902548766,0,4.146207696665857,Moderate,14673
University of KwaZulu-Natal,3,0.9417753281595145,2,16.70966089383734,Severe,66594
University of Pretoria,1,2.554463434246445,1,18.11612614771938,Moderate,84523
University of Cape Town,3,0.0,2,13.00916840172251,Severe,14449
Stellenbosch University,1,3.080785452147449,4,18.8971926549439,Moderate,14469
University of Johannesburg,2,2.598658141454759,3,19.82822143157097,Moderate,32497
University of KwaZulu-Natal,4,0.01103002299919398,4,19.72699753463809,Severe,58760
University of Pretoria,1,1.915582941541517,4,0.3860588430711065,None,42721
University of Cape Town,1,1.119134979747389,4,0.7100234004435926,None,29119
Stellenbosch University,1,3.336797113427515,5,12.09304416260498,Moderate,12242
University of Johannesburg,2,0.249622990251942,1,10.35054753641906,Severe,44208
University of KwaZulu-Natal,3,3.124690147589578,1,6.731820982986216,Moderate,30098
University of Pretoria,3,0.1361050658054973,2,7.035225399085515,Severe,89580
University of Cape Town,3,2.245677127550735,3,15.46970841391943,None,38335
Stellenbosch University,4,1.989960517062599,1,22.63465083070292,None,19252
University of Johannesburg,4,3.744897032938055,2,12.66258392303569,Moderate,46438
University of KwaZulu-Natal,4,2.684031463554587,5,7.639611206954333,Moderate,46938
University of Pretoria,2,1.862439626319726,3,21.28699010215887,None,48999
University of Cape Town,2,1.825430489166893,3,17.32733105223388,None,70623
Stellenbosch University,3,2.315597553156019,3,1.91170000709617,None,58790
University of Johannesburg,4,2.534741891160204,3,12.13253232738294,Moderate,28551
University of KwaZulu-Natal,2,3.412091705681621,2,7.87542792814756,Moderate,68921
University of Pretoria,4,1.283999545160505,6,7.821647892217527,None,79631
University of Cape Town,1,0.3232535672709902,6,15.72775604537914,Severe,96692
Stellenbosch University,1,2.253340510294115,1,22.25451799506642,None,25190
University of Johannesburg,4,0.9453019802069533,6,18.91127300952859,Severe,48441
University of KwaZulu-Natal,3,0.2379302693572112,6,23.16912801934044,Severe,72351
University of Pretoria,1,0.0,4,11.69394560833258,Severe,22266
University of Cape Town,4,0.2706382995863854,2,5.625067910243485,Severe,39006
Stellenbosch University,2,1.838520533121999,0,21.30590572762984,None,32380
University of Johannesburg,3,1.828577433721921,0,11.43367092898791,None,12011
University of KwaZulu-Natal,4,1.326695517885138,4,7.389693569746294,None,47601
University of Pretoria,4,1.41832582149903,6,15.12949561479624,None,26219
University of Cape Town,4,0.5794556659683903,6,21.19278930563675,Severe,86031
Stellenbosch University,4,2.253672899844588,1,4.424732908260844,None,56388
University of Johannesburg,4,1.247212396223798,1,21.31599650312626,None,83555
University of KwaZulu-Natal,1,0.4218323356533413,0,13.66289924698471,Severe,96704
University of Pretoria,2,2.632604178447183,3,9.355564906869404,Moderate,81642
University of Cape Town,4,2.382909573716665,4,0.2268498967858914,None,26379
Stellenbosch University,2,0.6843636912495593,4,12.46564075270483,Severe,27553
University of Johannesburg,3,0.5654367694950931,6,5.221094267560394,Severe,28703
University of KwaZulu-Natal,2,1.309474285275777,3,20.18320699777916,None,71842
University of Pretoria,3,0.3915066448475844,4,20.3435810971427,Severe,74438
University of Cape Town,2,0.0,3,22.76307046708469,Severe,86019
Stellenbosch University,2,1.99135883688402,5,3.204962952465456,None,35594
University of Johannesburg,2,0.0,3,22.3761933320803,Severe,56287
University of KwaZulu-Natal,1,0.02532881861861425,3,3.018001389659671,Severe,47086
University of Pretoria,2,3.212542544836797,4,11.87726834358145,Moderate,37508
University of Cape Town,1,0.813400793526397,1,2.458666262593002,Severe,49333
Stellenbosch University,4,2.783181256826442,5,9.018149952860433,Moderate,45151
University of Johannesburg,2,0.8527447553059337,2,1.760118936239865,Severe,14681
University of KwaZulu-Natal,2,3.836199798928598,0,23.50555298893139,Moderate,37427
University of Pretoria,4,2.426526194824906,3,4.016988787199987,Moderate,87978
University of Cape Town,3,3.325690264705869,0,10.73984372899466,Moderate,89614
Stellenbosch University,4,2.105544334089452,3,21.53378319293144,None,91344
University of Johannesburg,2,1.747591461430363,3,14.66924988347512,None,21767
University of KwaZulu-Natal,1,0.6736910649052299,1,10.49976610468239,Severe,28539
University of Pretoria,2,1.105029729635716,6,18.84246349956362,None,42023
University of Cape Town,1,2.203065735852815,4,20.58560901384023,None,15821
Stellenbosch University,4,1.695749951908691,1,16.6675563650349,None,37360
University of Johannesburg,4,2.837892435551119,2,19.45488206338031,Moderate,90430
University of KwaZulu-Natal,4,2.804459262038203,2,0.1097015530602556,Moderate,48920
University of Pretoria,4,1.009940109761053,3,5.968824846734164,Severe,29985
University of Cape Town,4,0.6788910257707202,1,13.57797213244281,Severe,30632
Stellenbosch University,3,1.490230718133241,5,2.203424011851311,None,18307
University of Johannesburg,1,2.009995738712389,2,22.57116340216234,None,27445
University of KwaZulu-Natal,2,0.08647299237600309,6,3.511791881741535,Severe,42802
University of Pretoria,4,0.0,6,17.80484490813033,Severe,19871
University of Cape Town,2,0.4003423719432934,6,13.67499088456859,Severe,32221
Stellenbosch University,2,1.02010437077122,6,12.86587984628271,Severe,22941
University of Johannesburg,1,3.424506001325601,0,6.918039737474841,Moderate,90517
University of KwaZulu-Natal,2,1.680591721388782,6,20.91424305933196,None,29882
University of Pretoria,2,0.6796028096188321,4,8.201328106373525,Severe,98887
University of Cape Town,3,0.1655501656481497,5,21.64389577232755,Severe,59984
Stellenbosch University,3,2.72141988229287,1,23.08873590558589,Moderate,25885
University of Johannesburg,2,2.617512171608911,6,1.008059828175226,Moderate,53420
University of KwaZulu-Natal,3,0.0,5,3.687562092949719,Severe,31788
University of Pretoria,1,1.128795805132656,4,18.63489323635466,None,41402
University of Cape Town,3,0.2152751931051714,5,17.60973546696713,Severe,86040
Stellenbosch University,1,3.286883299052394,5,3.589759441893295,Moderate,80795
University of Johannesburg,1,1.09617522321083,4,10.63250925041023,None,56811
University of KwaZulu-Natal,3,1.253709744495208,1,2.987020151970722,None,40847
University of Pretoria,2,0.4717461147887768,6,15.56357087350742,Severe,35545
University of Cape Town,3,0.4470412966343735,1,0.9928373882814441,Severe,68252
Stellenbosch University,3,1.986088166220075,0,22.12816637631072,None,12759
University of Johannesburg,1,1.781332926006672,3,20.09518576805899,None,25711
University of KwaZulu-Natal,1,2.804239645560025,1,16.44604966322891,Moderate,57612
University of Pretoria,3,2.933876224687528,4,12.30374970594697,Moderate,41664
University of Cape Town,2,0.5614600607254403,2,10.63529018900288,Severe,91771
Stellenbosch University,3,2.87673634214244,2,11.88851928682388,Moderate,62567
University of Johannesburg,3,1.569513087430756,0,9.278953111964109,None,80513
University of KwaZulu-Natal,3,0.8152965890353867,0,9.776503735311302,Severe,68125
University of Pretoria,4,2.266541684873167,3,9.366976470227286,None,36631
University of Cape Town,4,0.03592160331442784,0,9.051954374631189,Severe,40842
Stellenbosch University,3,3.578724621312012,1,1.027274128168911,Moderate,11412
University of Johannesburg,2,1.854644526106381,1,23.75658645073916,None,58570
University of KwaZulu-Natal,2,2.549607366447949,2,8.962193617602967,Moderate,72360
University of Pretoria,1,0.04411414553755688,5,22.04643113649843,Severe,55915
University of Cape Town,2,0.1003766482178833,5,10.67976231389023,Severe,51026
Stellenbosch University,2,2.906668988534456,1,11.47127093542721,Moderate,98450
University of Johannesburg,3,1.596866288400171,6,0.3891075545565501,None,45882
University of KwaZulu-Natal,1,1.12420746279803,1,15.26720050481774,None,67944
University of Pretoria,4,0.0,6,15.60926070881776,Severe,66415
University of Cape Town,2,2.238104500648828,5,2.296510148767816,None,77790
Stellenbosch University,4,3.957771192480668,0,21.24393733788735,Moderate,35073
University of Johannesburg,1,0.3569058090702261,4,21.35239504931286,Severe,65586
University of KwaZulu-Natal,4,0.5708731783644538,1,3.488321323578009,Severe,67681
University of Pretoria,3,0.2767150974870534,6,12.90764715489738,Severe,18764
University of Cape Town,4,1.304073161401263,4,15.40894128984119,None,23890
Stellenbosch University,1,1.217608219162519,4,2.060667368576238,None,60464
University of Johannesburg,1,1.423290727419722,1,23.83820076815116,None,73348
University of KwaZulu-Natal,2,1.587714150201783,4,0.2912977296183605,None,58387
University of Pretoria,3,1.49198653923793,2,5.137628415555414,None,84604
University of Cape Town,2,1.447471549924332,6,16.67285595222457,None,51069
Stellenbosch University,1,2.987863091630146,2,9.243935708313476,Moderate,12735
University of Johannesburg,2,1.673125662691152,6,0.8652792948645578,None,25705
University of KwaZulu-Natal,3,1.166608149501374,0,14.02440023335702,None,58505
University of Pretoria,1,3.879018513673802,6,0.6599090701069308,Moderate,92967
University of Cape Town,4,2.906787148909693,2,21.79486980305992,Moderate,22503
Stellenbosch University,3,3.074396451300995,0,6.427624745424716,Moderate,64330
University of Johannesburg,4,1.542614968594248,6,6.041913582809389,None,99339
University of KwaZulu-Natal,3,1.325935690251282,1,3.924793796603635,None,91875
University of Pretoria,1,1.21173346706631,2,3.073773598287524,None,84017
University of Cape Town,1,0.6797438058592464,4,7.456064330287419,Severe,58477
Stellenbosch University,4,3.432590044673867,6,2.657293189867197,Moderate,81072
University of Johannesburg,1,0.914571649508242,2,11.65142638636167,Severe,93030
University of KwaZulu-Natal,1,1.479812231329917,3,22.31035546626022,None,30616
University of Pretoria,4,2.3375476680086,6,18.58484655705892,None,73064
University of Cape Town,4,1.141701319793965,6,14.20446797077055,None,26754
Stellenbosch University,4,2.629819104756004,4,13.78737486232381,Moderate,26463
University of Johannesburg,2,1.518756926264032,1,1.152645273060404,None,51705
University of KwaZulu-Natal,4,0.4888714976467315,6,13.74124619429212,Severe,60558
University of Pretoria,1,1.289665029594062,5,1.818545072457801,None,40277
University of Cape Town,2,2.727173182880064,3,22.62720804016293,Moderate,12594
Stellenbosch University,3,2.236089028348298,5,18.14732231433969,None,21492
University of Johannesburg,2,2.486182816051027,6,3.066713387479618,Moderate,13503
University of KwaZulu-Natal,3,0.2809158936205669,5,8.339600891463842,Severe,23571
University of Pretoria,4,0.7724897575509757,5,16.9897538640691,Severe,91171
University of Cape Town,4,2.268738197662095,5,21.13482353071477,None,85626
Stellenbosch University,4,3.582567067568108,3,13.46796764271014,Moderate,40723
University of Johannesburg,3,2.559545577324998,3,19.00954937326851,Moderate,81062
University of KwaZulu-Natal,4,0.04745185211608371,4,18.55982046248077,Severe,91752
University of Pretoria,4,0.3936620459300207,5,18.83726445900608,Severe,92911
University of Cape Town,1,2.211214355730063,3,16.25502513639478,None,62662
Stellenbosch University,3,3.963623085847131,0,12.41605446004082,Moderate,78436
University of Johannesburg,2,3.111739460741437,2,4.352496548378956,Moderate,89736
University of KwaZulu-Natal,3,0.7012346938891679,1,18.67155885161987,Severe,43558
University of Pretoria,2,3.499411940543845,4,0.06834062769728089,Moderate,71287
University of Cape Town,1,1.946323961263667,1,18.9467064647019,None,41060
Stellenbosch University,2,0.0,3,9.333777765903722,Severe,64360
University of Johannesburg,2,2.77096987936418,3,20.59579022620566,Moderate,44491
University of KwaZulu-Natal,4,3.713820488569812,0,21.11802746645487,Moderate,73500
University of Pretoria,1,1.547255333530021,1,0.8988105276828424,None,10545
University of Cape Town,3,3.196542419504026,6,8.401333919625191,Moderate,47642
Stellenbosch University,4,2.131049522848101,2,12.50515837253301,None,52233
University of Johannesburg,1,3.761882889154355,1,20.04475301856404,Moderate,93623
University of KwaZulu-Natal,3,3.020476709071144,3,3.007085881181167,Moderate,98993
University of Pretoria,2,1.514627537796882,3,13.59890993653476,None,81886
University of Cape Town,2,3.906480671623082,2,1.722329578121996,Moderate,37152
Stellenbosch University,1,2.530622155226975,2,10.28869608078984,Moderate,76517
University of Johannesburg,2,2.721323578604777,4,15.71850096560111,Moderate,48557
University of KwaZulu-Natal,3,2.080191953159664,3,2.065001861742664,None,66495
University of Pretoria,3,1.398016752113774,6,6.190731759387477,None,26650
University of Cape Town,2,1.678558805509043,4,23.44257985169079,None,65364
Stellenbosch University,1,1.930456128468439,2,5.015739989112133,None,69637
University of Johannesburg,3,0.956289847554714,2,14.28161611635538,Severe,45767
University of KwaZulu-Natal,2,0.2678388754200887,0,3.938702540322653,Severe,51125
University of Pretoria,1,0.2392349714920459,4,7.148003822083997,Severe,34224
University of Cape Town,3,2.584662834521417,0,12.13789722184318,Moderate,20609
Stellenbosch University,4,2.885654082531598,4,14.24541571560158,Moderate,23626
University of Johannesburg,3,1.492551588822563,1,0.4559050219018301,None,72788
University of KwaZulu-Natal,2,2.196926300812728,6,22.25067959962733,None,30103
University of Pretoria,2,3.220824036782906,1,23.94857380973838,Moderate,73490
University of Cape Town,2,0.0,1,16.70432531668893,Severe,28167
Stellenbosch University,2,0.0,3,20.88306656888413,Severe,53426
University of Johannesburg,4,2.071956249128422,3,16.70264584195824,None,34988
University of KwaZulu-Natal,2,1.32944194063707,4,0.3133681147363934,None,93385
University of Pretoria,3,2.421550021749812,1,19.59708952092615,Moderate,73548
University of Cape Town,4,0.5557732168541942,4,1.323624580398691,Severe,12354
Stellenbosch University,3,3.115580551080546,2,1.187056886840248,Moderate,63933
University of Johannesburg,4,1.814908845235212,4,10.37603297890358,None,47400
University of KwaZulu-Natal,1,1.245413670688809,3,12.91381515308374,None,10954
University of Pretoria,1,0.576120621601047,0,17.20486183509189,Severe,99253
University of Cape Town,3,0.5284366510129141,4,6.614540539549512,Severe,44872
Stellenbosch University,3,1.494749045495592,4,14.88647197807079,None,91528
University of Johannesburg,2,2.28070997658742,3,6.194111204330832,None,90939
University of KwaZulu-Natal,3,0.3730968619308128,2,10.4601015477467,Severe,88321
University of Pretoria,3,0.1791101187081129,4,19.37718161377882,Severe,57129
University of Cape Town,3,3.03430122139069,2,4.880857713319186,Moderate,12714
Stellenbosch University,3,0.7903888431158513,4,19.19196131919495,Severe,81941
University of Johannesburg,3,0.0,5,6.030746648221306,Severe,22797
University of KwaZulu-Natal,4,0.202735139823304,5,5.65153654505891,Severe,45775
University of Pretoria,3,2.11437382233996,5,14.32395895706235,None,61705
University of Cape Town,2,2.111256039222761,6,22.14925946547928,None,23531
Stellenbosch University,4,2.867568573882359,1,9.318372675241903,Moderate,32805
University of Johannesburg,3,0.1025579492736962,4,18.42538926499609,Severe,73522
University of KwaZulu-Natal,2,2.738609012932302,3,13.92777075194883,Moderate,12509
University of Pretoria,4,0.2010114463348232,0,7.183194535701637,Severe,38806
University of Cape Town,3,3.80849309457577,0,13.39443447252186,Moderate,42743
Stellenbosch University,4,2.341503353618563,5,17.80254478801492,None,93998
University of Johannesburg,1,2.272065600063947,6,23.61290166647957,None,93688
University of KwaZulu-Natal,1,3.236485776861243,0,14.10913911741081,Moderate,23893
University of Pretoria,2,2.903130921185072,4,14.94237214827635,Moderate,57222
University of Cape Town,1,1.293011774496903,4,5.527345579150698,None,67898
Stellenbosch University,4,0.0,5,13.10839655363841,Severe,99762
University of Johannesburg,3,0.4448026202503161,2,20.15451612618315,Severe,55993
University of KwaZulu-Natal,1,0.1643229479157258,3,20.87846232861041,Severe,97198
University of Pretoria,1,3.688911743481746,0,4.11444208012577,Moderate,23698
University of Cape Town,1,3.341852209942615,2,10.91587458534522,Moderate,39824
Stellenbosch University,3,2.516359101607064,0,0.2709444882350374,Moderate,34990
University of Johannesburg,1,3.018387159274358,3,1.985587735253382,Moderate,41099
University of KwaZulu-Natal,3,2.253668490960941,3,12.03279108174409,None,15977
University of Pretoria,2,1.152617821628223,1,23.02754004944371,None,35451
University of Cape Town,4,2.947384908278186,4,14.04880463298292,Moderate,76962
Stellenbosch University,1,0.03991573518907487,1,21.79755221479651,Severe,92110
University of Johannesburg,3,2.974104399280049,1,19.12482980687684,Moderate,45978
University of KwaZulu-Natal,3,0.9087442831826085,5,2.426474904237167,Severe,83431
University of Pretoria,2,0.9314693063295475,4,14.94191266534771,Severe,29069
University of Cape Town,1,3.050383035235096,4,15.68864920478646,Moderate,36908
Stellenbosch University,2,1.358167198711612,6,21.31431423408856,None,85874
University of Johannesburg,4,3.538573523746709,2,14.48916673386143,Moderate,85492
University of KwaZulu-Natal,2,1.427646108210917,5,12.07569907046132,None,90081
University of Pretoria,2,2.403900633464219,6,13.13314559778032,None,55831
University of Cape Town,4,2.402556791626778,1,1.27715486331094,Moderate,76461
Stellenbosch University,2,2.325186560741209,0,14.8747088155068,None,57756
University of Johannesburg,3,0.4926553389535441,3,20.98525357123769,Severe,12787
University of KwaZulu-Natal,2,3.551868640938355,1,3.738526903000792,Moderate,90711
University of Pretoria,4,2.853808165002288,3,5.138637951163892,Moderate,49290
University of Cape Town,1,0.3411878475259496,0,14.5750906746947,Severe,45626
Stellenbosch University,3,0.6321798857779349,3,22.66784054207292,Severe,98056
University of Johannesburg,4,0.4785464426248937,5,6.951846748583943,Severe,93254
University of KwaZulu-Natal,3,2.512598880294076,5,16.10766130196502,Moderate,66857
University of Pretoria,4,3.216961694154862,5,6.639496615830749,Moderate,41679
University of Cape Town,1,2.95967380609651,0,16.53110008338978,Moderate,99237
Stellenbosch University,2,3.639344327912816,6,0.1146884278598046,Moderate,51804
University of Johannesburg,3,2.950430105357217,6,16.96648061547269,Moderate,99028
University of KwaZulu-Natal,4,3.110184394695622,3,17.92661033608411,Moderate,87905
University of Pretoria,2,2.993478240256433,3,4.744426162104741,Moderate,33594
University of Cape Town,1,1.633897845571807,4,9.114482975861561,None,74786
Stellenbosch University,2,1.390100710061551,3,19.19117432250063,None,10537
University of Johannesburg,2,0.984997518046927,6,7.214791250810424,Severe,17149
University of KwaZulu-Natal,1,2.030470615583028,3,2.275733674892352,None,38054
University of Pretoria,4,3.36256695282945,0,13.7604962022471,Moderate,31715
University of Cape Town,3,2.281121619295376,6,18.1088727601618,None,22468
Stellenbosch University,3,0.9801719082176428,6,10.30232203915015,Severe,13410
University of Johannesburg,3,0.0,2,17.9534746707323,Severe,92948
University of KwaZulu-Natal,1,3.281736244258151,3,23.80053792009999,Moderate,22000
University of Pretoria,4,2.424247904218815,4,7.568371838512461,Moderate,57150
University of Cape Town,4,0.1728872225149684,4,11.18126290227465,Severe,99977
Stellenbosch University,3,0.0,6,13.94403313388333,Severe,37550
University of Johannesburg,1,1.7926223075046,1,23.45610534481072,None,72243
University of KwaZulu-Natal,2,2.83093204310372,0,2.943187134117375,Moderate,96600
University of Pretoria,1,2.988146171787001,4,15.67102759234759,Moderate,35932
University of Cape Town,4,2.655996016104115,6,11.98873364298419,Moderate,27391
Stellenbosch University,3,2.540574473266535,1,11.86219903266228,Moderate,67271
University of Johannesburg,4,2.248568188817995,6,10.87283332528287,None,94335
University of KwaZulu-Natal,3,0.5370932667362276,3,6.511281531765158,Severe,69449
University of Pretoria,1,0.9282534356232981,5,20.43883415604822,Severe,22747
University of Cape Town,3,0.0,6,23.69404456616993,Severe,81665
Stellenbosch University,2,2.16691838601721,5,23.17030208437673,None,13159
University of Johannesburg,3,3.136476448827204,5,12.32615557934189,Moderate,74699
University of KwaZulu-Natal,4,0.04517616696776466,3,4.922313520889031,Severe,77264
University of Pretoria,4,0.1583171514588725,1,23.57498176877589,Severe,66032
University of Cape Town,3,3.656546010824532,4,5.225510851199778,Moderate,72987
Stellenbosch University,2,2.171382879637997,3,5.849361224833375,None,83489
University of Johannesburg,2,0.0,6,13.89926742645665,Severe,29751
University of KwaZulu-Natal,1,0.6152171094750107,5,19.82023624823618,Severe,68246
University of Pretoria,4,0.0,1,18.59445587321285,Severe,77464
University of Cape Town,1,3.159630939007023,3,9.81669161741734,Moderate,36061
Stellenbosch University,2,3.266473052557579,0,14.1325153951548,Moderate,63336
University of Johannesburg,4,0.3685698711738272,1,14.92556799582933,Severe,83296
University of KwaZulu-Natal,2,0.0,5,12.20806197190505,Severe,19845
University of Pretoria,3,0.5348781800957193,2,1.680560666985115,Severe,39843
University of Cape Town,4,2.323868455829917,5,3.507805671810889,None,82851
